awayteam,date,away_FG,away_FGA,away_FGpct,away_3P,away_3PA,away_3Ppct,away_FT,away_FTA,away_FTpct,away_PF,away_PTS
Detroit Pistons,2014-11-10,34,80,.425,7,14,.500,16,25,.640,21,91
New Orleans Pelicans,2014-11-10,41,93,.441,12,27,.444,17,20,.850,20,111
Utah Jazz,2014-11-10,32,74,.432,6,21,.286,16,21,.762,18,86
San Antonio Spurs,2014-11-10,33,83,.398,2,19,.105,21,27,.778,17,89
Atlanta Hawks,2014-11-10,27,71,.380,10,27,.370,27,28,.964,16,91
Sacramento Kings,2014-11-11,32,72,.444,9,19,.474,25,32,.781,32,98
San Antonio Spurs,2014-11-11,46,93,.495,10,25,.400,11,15,.733,19,113
Los Angeles Lakers,2014-11-11,41,87,.471,7,22,.318,13,17,.765,22,102
Oklahoma City Thunder,2014-11-11,29,87,.333,6,20,.300,14,19,.737,22,78
Charlotte Hornets,2014-11-11,35,75,.467,7,16,.438,23,27,.852,16,100
Orlando Magic,2014-11-11,39,81,.481,12,25,.480,10,16,.625,24,100
Utah Jazz,2014-11-12,43,86,.500,5,23,.217,6,12,.500,17,97
Oklahoma City Thunder,2014-11-12,40,82,.488,10,24,.417,19,22,.864,13,109
Portland Trail Blazers,2014-11-12,45,88,.511,16,33,.485,24,29,.828,21,130
Indiana Pacers,2014-11-12,30,80,.375,8,26,.308,13,15,.867,17,81
Houston Rockets,2014-11-12,43,89,.483,13,28,.464,14,19,.737,29,113
Los Angeles Lakers,2014-11-12,35,84,.417,7,21,.333,25,32,.781,14,102
Orlando Magic,2014-11-12,33,70,.471,6,12,.500,25,32,.781,19,97
Brooklyn Nets,2014-11-12,35,74,.473,9,21,.429,25,32,.781,25,104
Detroit Pistons,2014-11-12,38,81,.469,9,22,.409,18,22,.818,25,103
Philadelphia 76ers,2014-11-13,23,77,.299,7,27,.259,17,33,.515,24,70
Brooklyn Nets,2014-11-13,39,89,.438,3,16,.188,18,20,.900,22,99
Sacramento Kings,2014-11-13,37,77,.481,7,13,.538,29,34,.853,26,110
Chicago Bulls,2014-11-13,37,77,.481,4,15,.267,22,32,.688,18,100
Miami Heat,2014-11-14,35,74,.473,10,21,.476,23,25,.920,20,103
Cleveland Cavaliers,2014-11-14,43,85,.506,8,23,.348,28,37,.757,21,122
Philadelphia 76ers,2014-11-14,34,80,.425,7,21,.333,12,18,.667,28,87
Denver Nuggets,2014-11-14,43,87,.494,8,23,.348,14,25,.560,25,108
San Antonio Spurs,2014-11-14,33,80,.413,10,23,.435,17,20,.850,23,93
Minnesota Timberwolves,2014-11-14,29,72,.403,3,14,.214,30,41,.732,17,91
Utah Jazz,2014-11-14,36,70,.514,10,22,.455,20,25,.800,20,102
Detroit Pistons,2014-11-14,38,89,.427,11,31,.355,9,15,.600,17,96
Milwaukee Bucks,2014-11-14,36,80,.450,2,19,.105,11,14,.786,25,85
Charlotte Hornets,2014-11-14,39,91,.429,7,16,.438,18,19,.947,15,103
Indiana Pacers,2014-11-15,37,77,.481,7,18,.389,18,25,.720,22,99
Atlanta Hawks,2014-11-15,40,90,.444,3,22,.136,11,13,.846,12,94
Minnesota Timberwolves,2014-11-15,43,86,.500,7,17,.412,24,29,.828,30,117
Charlotte Hornets,2014-11-15,32,84,.381,7,17,.412,16,28,.571,13,87
Phoenix Suns,2014-11-15,38,99,.384,11,30,.367,20,23,.870,30,107
Detroit Pistons,2014-11-15,34,82,.415,10,26,.385,10,17,.588,22,88
Brooklyn Nets,2014-11-15,35,89,.393,1,19,.053,16,17,.941,24,87
San Antonio Spurs,2014-11-15,34,80,.425,7,24,.292,16,18,.889,25,91
Utah Jazz,2014-11-15,33,75,.440,5,16,.313,22,30,.733,21,93
Orlando Magic,2014-11-15,37,78,.474,7,17,.412,12,18,.667,21,93
Golden State Warriors,2014-11-16,46,86,.535,14,28,.500,30,34,.882,26,136
Milwaukee Bucks,2014-11-16,35,74,.473,5,18,.278,16,26,.615,24,91
Denver Nuggets,2014-11-16,32,82,.390,13,34,.382,16,26,.615,21,93
Houston Rockets,2014-11-16,23,80,.288,7,35,.200,16,30,.533,23,69
Phoenix Suns,2014-11-17,48,93,.516,9,21,.429,13,16,.813,23,118
Miami Heat,2014-11-17,31,72,.431,9,27,.333,24,27,.889,24,95
Dallas Mavericks,2014-11-17,43,84,.512,10,28,.357,11,16,.688,18,107
Denver Nuggets,2014-11-17,41,85,.482,12,31,.387,12,15,.800,18,106
Orlando Magic,2014-11-17,41,79,.519,13,26,.500,12,15,.800,21,107
Chicago Bulls,2014-11-17,39,80,.488,10,26,.385,17,25,.680,24,105
Houston Rockets,2014-11-17,34,78,.436,8,34,.235,17,21,.810,19,93
New Orleans Pelicans,2014-11-17,38,85,.447,5,19,.263,12,19,.632,23,93
Philadelphia 76ers,2014-11-17,27,83,.325,4,26,.154,17,24,.708,18,75
Los Angeles Lakers,2014-11-18,47,87,.540,6,17,.353,14,22,.636,24,114
New York Knicks,2014-11-18,44,80,.550,11,25,.440,14,19,.737,22,113
New Orleans Pelicans,2014-11-18,39,79,.494,9,24,.375,19,24,.792,25,106
Oklahoma City Thunder,2014-11-18,30,84,.357,8,23,.348,13,19,.684,22,81
Milwaukee Bucks,2014-11-19,48,108,.444,5,24,.208,21,28,.750,28,122
San Antonio Spurs,2014-11-19,35,74,.473,5,16,.313,17,25,.680,20,92
Oklahoma City Thunder,2014-11-19,36,79,.456,10,23,.435,18,25,.720,24,100
Phoenix Suns,2014-11-19,37,75,.493,4,15,.267,10,13,.769,22,88
Los Angeles Lakers,2014-11-19,37,91,.407,5,20,.250,19,23,.826,18,98
Charlotte Hornets,2014-11-19,37,86,.430,5,14,.357,7,12,.583,21,86
New York Knicks,2014-11-19,34,69,.493,9,16,.563,22,28,.786,22,99
Los Angeles Clippers,2014-11-19,45,84,.536,12,21,.571,12,16,.750,19,114
Boston Celtics,2014-11-19,41,83,.494,6,20,.300,13,21,.619,19,101
Memphis Grizzlies,2014-11-19,35,80,.438,3,10,.300,19,26,.731,16,92
Dallas Mavericks,2014-11-19,34,82,.415,12,28,.429,25,29,.862,19,105
Los Angeles Clippers,2014-11-20,43,77,.558,13,31,.419,11,17,.647,21,110
Chicago Bulls,2014-11-20,36,84,.429,5,19,.263,11,16,.688,26,88
Detroit Pistons,2014-11-21,31,83,.373,4,21,.190,23,24,.958,20,89
Orlando Magic,2014-11-21,39,82,.476,4,16,.250,23,32,.719,15,105
Los Angeles Lakers,2014-11-21,44,85,.518,5,13,.385,13,21,.619,24,106
New Orleans Pelicans,2014-11-21,31,78,.397,5,16,.313,30,34,.882,22,97
Utah Jazz,2014-11-21,35,82,.427,6,17,.353,12,19,.632,16,88
Boston Celtics,2014-11-21,38,88,.432,9,27,.333,15,21,.714,14,100
San Antonio Spurs,2014-11-21,46,84,.548,13,21,.619,16,18,.889,22,121
Brooklyn Nets,2014-11-21,31,67,.463,5,15,.333,27,30,.900,17,94
Phoenix Suns,2014-11-21,44,86,.512,13,31,.419,21,23,.913,25,122
Chicago Bulls,2014-11-21,30,83,.361,8,22,.364,19,28,.679,18,87
Milwaukee Bucks,2014-11-21,27,74,.365,6,20,.300,22,32,.688,18,82
Cleveland Cavaliers,2014-11-21,27,75,.360,6,27,.222,18,23,.783,21,78
Toronto Raptors,2014-11-22,32,80,.400,8,24,.333,38,42,.905,26,110
Dallas Mavericks,2014-11-22,35,88,.398,6,35,.171,16,22,.727,22,92
Phoenix Suns,2014-11-22,38,85,.447,12,31,.387,18,20,.900,19,106
Washington Wizards,2014-11-22,43,93,.462,8,18,.444,17,22,.773,24,111
Sacramento Kings,2014-11-22,40,81,.494,8,26,.308,25,30,.833,19,113
Philadelphia 76ers,2014-11-22,30,75,.400,8,26,.308,15,25,.600,21,83
Miami Heat,2014-11-22,37,71,.521,12,26,.462,13,18,.722,20,99
Brooklyn Nets,2014-11-22,34,91,.374,9,27,.333,10,10,1.000,14,87
New Orleans Pelicans,2014-11-22,42,93,.452,4,17,.235,18,22,.818,22,106
Portland Trail Blazers,2014-11-23,37,86,.430,7,19,.368,13,15,.867,13,94
Denver Nuggets,2014-11-23,34,90,.378,10,37,.270,23,38,.605,28,101
Los Angeles Clippers,2014-11-23,32,77,.416,7,25,.280,20,28,.714,27,91
Charlotte Hornets,2014-11-23,37,79,.468,7,21,.333,12,16,.750,19,93
Golden State Warriors,2014-11-23,33,93,.355,7,25,.280,18,24,.750,18,91
Los Angeles Clippers,2014-11-24,45,88,.511,15,32,.469,8,10,.800,24,113
Orlando Magic,2014-11-24,29,80,.363,5,17,.294,11,15,.733,17,74
Indiana Pacers,2014-11-24,37,77,.481,13,26,.500,24,36,.667,21,111
New York Knicks,2014-11-24,35,76,.461,6,22,.273,10,15,.667,20,86
Portland Trail Blazers,2014-11-24,44,89,.494,7,27,.259,19,23,.826,19,114
Phoenix Suns,2014-11-24,39,84,.464,14,33,.424,8,11,.727,26,100
Chicago Bulls,2014-11-24,36,72,.500,9,20,.450,16,23,.696,14,97
Chicago Bulls,2014-11-25,35,82,.427,7,21,.333,32,37,.865,22,109
Golden State Warriors,2014-11-25,43,75,.573,13,28,.464,15,23,.652,24,114
Detroit Pistons,2014-11-25,36,78,.462,7,20,.350,7,17,.412,18,86
Sacramento Kings,2014-11-25,37,77,.481,5,14,.357,20,24,.833,22,99
Atlanta Hawks,2014-11-25,36,85,.424,7,25,.280,27,34,.794,23,106
Toronto Raptors,2014-11-26,42,82,.512,14,29,.483,28,33,.848,24,126
Portland Trail Blazers,2014-11-26,39,92,.424,12,27,.444,15,20,.750,18,105
Washington Wizards,2014-11-26,33,71,.465,5,13,.385,16,22,.727,28,87
New York Knicks,2014-11-26,39,92,.424,14,28,.500,10,16,.625,32,102
Los Angeles Clippers,2014-11-26,37,78,.474,12,28,.429,18,19,.947,19,104
Sacramento Kings,2014-11-26,31,71,.437,5,16,.313,22,28,.786,19,89
Memphis Grizzlies,2014-11-26,36,80,.450,5,22,.227,22,25,.880,20,99
Milwaukee Bucks,2014-11-26,40,85,.471,5,16,.313,18,19,.947,22,103
Utah Jazz,2014-11-26,31,70,.443,3,16,.188,17,28,.607,16,82
Golden State Warriors,2014-11-26,44,85,.518,12,26,.462,11,19,.579,19,111
Brooklyn Nets,2014-11-26,35,71,.493,8,24,.333,21,28,.750,19,99
Denver Nuggets,2014-11-26,39,90,.433,8,25,.320,26,34,.765,22,112
Indiana Pacers,2014-11-26,40,87,.460,10,21,.476,10,18,.556,23,100
New Orleans Pelicans,2014-11-28,36,89,.404,7,24,.292,12,16,.750,19,91
Chicago Bulls,2014-11-28,37,90,.411,5,17,.294,30,37,.811,21,109
Golden State Warriors,2014-11-28,42,99,.424,7,26,.269,15,16,.938,26,106
Phoenix Suns,2014-11-28,33,85,.388,8,23,.348,23,29,.793,27,97
Milwaukee Bucks,2014-11-28,39,77,.506,13,29,.448,13,16,.813,20,104
Los Angeles Clippers,2014-11-28,38,81,.469,9,25,.360,17,22,.773,18,102
Orlando Magic,2014-11-28,31,70,.443,7,18,.389,14,16,.875,17,83
Minnesota Timberwolves,2014-11-28,45,79,.570,10,18,.556,20,24,.833,20,120
New York Knicks,2014-11-28,29,75,.387,2,19,.105,18,24,.750,22,78
Memphis Grizzlies,2014-11-28,45,84,.536,6,13,.462,16,26,.615,14,112
Sacramento Kings,2014-11-28,38,75,.507,6,10,.600,22,26,.846,20,104
Dallas Mavericks,2014-11-28,40,86,.465,11,26,.423,15,22,.682,17,106
Charlotte Hornets,2014-11-29,29,88,.330,5,23,.217,12,16,.750,16,75
Indiana Pacers,2014-11-29,35,89,.393,7,22,.318,20,26,.769,23,97
Houston Rockets,2014-11-29,44,87,.506,15,38,.395,14,16,.875,24,117
Dallas Mavericks,2014-11-29,40,89,.449,8,30,.267,22,30,.733,22,110
Los Angeles Clippers,2014-11-29,45,80,.563,11,28,.393,11,15,.733,25,112
New Orleans Pelicans,2014-11-29,30,81,.370,6,17,.353,14,21,.667,14,80
San Antonio Spurs,2014-11-30,41,85,.482,11,26,.423,18,20,.900,11,111
Chicago Bulls,2014-11-30,34,69,.493,7,24,.292,27,34,.794,24,102
Golden State Warriors,2014-11-30,37,79,.468,9,21,.429,21,27,.778,19,104
Toronto Raptors,2014-11-30,45,104,.433,9,34,.265,23,31,.742,28,122
Miami Heat,2014-11-30,30,72,.417,7,23,.304,19,31,.613,20,86
Orlando Magic,2014-11-30,35,76,.461,5,15,.333,18,25,.720,22,93
Minnesota Timberwolves,2014-11-30,39,90,.433,2,9,.222,13,20,.650,23,93
Memphis Grizzlies,2014-11-30,38,79,.481,3,13,.231,18,28,.643,27,97
Minnesota Timberwolves,2014-12-01,35,82,.427,2,12,.167,29,40,.725,27,101
San Antonio Spurs,2014-12-01,36,83,.434,9,26,.346,28,35,.800,20,109
Denver Nuggets,2014-12-01,41,87,.471,9,26,.346,12,17,.706,22,103
Miami Heat,2014-12-01,33,72,.458,2,22,.091,18,30,.600,20,86
Boston Celtics,2014-12-02,41,84,.488,12,23,.522,11,13,.846,20,105
Dallas Mavericks,2014-12-02,47,102,.461,15,30,.500,23,27,.852,28,132
Milwaukee Bucks,2014-12-02,45,92,.489,7,20,.350,11,13,.846,26,108
Portland Trail Blazers,2014-12-02,43,86,.500,5,22,.227,14,17,.824,19,105
Los Angeles Lakers,2014-12-02,39,81,.481,10,17,.588,18,24,.750,26,106
Orlando Magic,2014-12-02,39,87,.448,6,17,.353,13,14,.929,17,97
Oklahoma City Thunder,2014-12-02,37,84,.440,7,24,.292,23,27,.852,32,104
Brooklyn Nets,2014-12-02,39,89,.438,6,17,.353,14,20,.700,20,98
Indiana Pacers,2014-12-02,41,85,.482,4,13,.308,13,17,.765,24,99
Toronto Raptors,2014-12-02,44,88,.500,10,23,.435,19,21,.905,29,117
Detroit Pistons,2014-12-03,37,102,.363,8,27,.296,20,29,.690,23,102
San Antonio Spurs,2014-12-03,36,101,.356,12,32,.375,9,12,.750,19,93
Chicago Bulls,2014-12-03,37,80,.463,12,28,.429,16,21,.762,18,102
Memphis Grizzlies,2014-12-03,39,76,.513,2,13,.154,16,27,.593,15,96
Orlando Magic,2014-12-03,33,79,.418,7,20,.350,13,25,.520,24,86
Atlanta Hawks,2014-12-03,40,74,.541,12,25,.480,20,23,.870,24,112
Dallas Mavericks,2014-12-03,42,92,.457,8,27,.296,15,22,.682,23,107
Philadelphia 76ers,2014-12-03,32,82,.390,5,24,.208,16,25,.640,17,85
Toronto Raptors,2014-12-03,45,79,.570,12,21,.571,21,24,.875,16,123
Los Angeles Lakers,2014-12-03,33,85,.388,12,29,.414,17,21,.810,20,95
New Orleans Pelicans,2014-12-04,37,89,.416,3,15,.200,8,13,.615,15,85
Cleveland Cavaliers,2014-12-04,32,70,.457,5,18,.278,21,26,.808,16,90
Indiana Pacers,2014-12-04,36,91,.396,5,18,.278,5,8,.625,19,82
Los Angeles Lakers,2014-12-05,38,92,.413,6,16,.375,14,19,.737,18,96
Atlanta Hawks,2014-12-05,35,81,.432,13,34,.382,15,24,.625,22,98
New York Knicks,2014-12-05,37,79,.468,10,22,.455,18,22,.818,21,102
Phoenix Suns,2014-12-05,45,80,.563,13,26,.500,15,17,.882,25,118
San Antonio Spurs,2014-12-05,40,84,.476,14,25,.560,13,16,.813,22,107
Miami Heat,2014-12-05,30,68,.441,7,18,.389,18,27,.667,22,85
Houston Rockets,2014-12-05,38,78,.487,12,32,.375,26,31,.839,28,114
Oklahoma City Thunder,2014-12-05,35,71,.493,9,23,.391,24,31,.774,24,103
Indiana Pacers,2014-12-05,36,96,.375,6,26,.231,23,29,.793,33,101
Cleveland Cavaliers,2014-12-05,41,84,.488,9,20,.450,14,21,.667,21,105
Orlando Magic,2014-12-05,37,74,.500,7,17,.412,17,20,.850,20,98
Denver Nuggets,2014-12-05,31,82,.378,5,22,.227,22,30,.733,22,89
Golden State Warriors,2014-12-06,40,89,.449,12,30,.400,20,25,.800,21,112
Philadelphia 76ers,2014-12-06,40,87,.460,7,23,.304,21,30,.700,27,108
Phoenix Suns,2014-12-06,34,93,.366,7,28,.250,20,26,.769,20,95
New Orleans Pelicans,2014-12-06,38,80,.475,8,23,.348,16,25,.640,18,100
Orlando Magic,2014-12-06,42,83,.506,9,26,.346,12,14,.857,25,105
Minnesota Timberwolves,2014-12-06,35,83,.422,6,16,.375,25,32,.781,22,101
Denver Nuggets,2014-12-07,34,93,.366,6,35,.171,10,13,.769,22,84
Washington Wizards,2014-12-07,34,93,.366,11,27,.407,14,21,.667,20,93
Milwaukee Bucks,2014-12-07,42,84,.500,4,15,.267,14,17,.824,18,102
Oklahoma City Thunder,2014-12-07,39,87,.448,6,21,.286,12,17,.706,24,96
New Orleans Pelicans,2014-12-07,43,83,.518,8,18,.444,10,15,.667,14,104
Miami Heat,2014-12-07,39,80,.488,5,16,.313,4,8,.500,12,87
Portland Trail Blazers,2014-12-07,36,85,.424,10,28,.357,21,29,.724,17,103
Cleveland Cavaliers,2014-12-08,43,90,.478,9,25,.360,15,22,.682,17,110
Atlanta Hawks,2014-12-08,40,77,.519,9,21,.429,19,27,.704,20,108
Phoenix Suns,2014-12-08,44,91,.484,16,37,.432,16,20,.800,28,120
Golden State Warriors,2014-12-08,42,91,.462,5,22,.227,13,14,.929,18,102
Utah Jazz,2014-12-08,32,79,.405,3,17,.176,25,37,.676,26,92
Denver Nuggets,2014-12-08,43,104,.413,10,30,.333,11,15,.733,28,107
Boston Celtics,2014-12-08,47,102,.461,9,22,.409,29,32,.906,30,132
Toronto Raptors,2014-12-09,42,82,.512,7,23,.304,10,10,1.000,24,101
Portland Trail Blazers,2014-12-09,41,84,.488,9,21,.429,7,8,.875,12,98
Sacramento Kings,2014-12-09,32,70,.457,7,15,.467,24,37,.649,25,95
Dallas Mavericks,2014-12-09,38,85,.447,18,40,.450,11,14,.786,22,105
New York Knicks,2014-12-09,37,78,.474,9,19,.474,10,13,.769,20,93
Milwaukee Bucks,2014-12-09,34,84,.405,4,21,.190,29,35,.829,25,101
Miami Heat,2014-12-09,43,80,.538,9,17,.529,8,12,.667,14,103
San Antonio Spurs,2014-12-09,39,84,.464,4,20,.200,14,23,.609,21,96
Philadelphia 76ers,2014-12-10,30,72,.417,6,25,.240,13,22,.591,18,79
Brooklyn Nets,2014-12-10,29,88,.330,3,14,.214,19,24,.792,25,80
Boston Celtics,2014-12-10,38,87,.437,5,23,.217,6,10,.600,27,87
New Orleans Pelicans,2014-12-10,40,88,.455,7,18,.389,20,24,.833,20,107
Miami Heat,2014-12-10,30,82,.366,7,22,.318,15,21,.714,20,82
Houston Rockets,2014-12-10,37,90,.411,9,35,.257,10,15,.667,17,93
Los Angeles Clippers,2014-12-10,42,88,.477,7,24,.292,12,14,.857,17,103
Portland Trail Blazers,2014-12-10,31,80,.388,10,35,.286,10,12,.833,25,82
Washington Wizards,2014-12-10,41,81,.506,5,12,.417,4,9,.444,13,91
New York Knicks,2014-12-10,37,76,.487,6,15,.400,15,17,.882,25,95
Cleveland Cavaliers,2014-12-11,31,85,.365,9,28,.321,23,30,.767,20,94
Houston Rockets,2014-12-11,38,95,.400,15,44,.341,22,31,.710,27,113
Orlando Magic,2014-12-12,30,77,.390,9,26,.346,12,16,.750,27,81
New York Knicks,2014-12-12,40,81,.494,6,16,.375,15,18,.833,20,101
Philadelphia 76ers,2014-12-12,22,69,.319,11,28,.393,15,20,.750,20,70
Portland Trail Blazers,2014-12-12,43,88,.489,12,24,.500,8,11,.727,17,106
Charlotte Hornets,2014-12-12,41,98,.418,6,17,.353,19,27,.704,29,107
Oklahoma City Thunder,2014-12-12,45,88,.511,6,24,.250,15,20,.750,23,111
Cleveland Cavaliers,2014-12-12,44,89,.494,8,22,.364,18,23,.783,19,114
Detroit Pistons,2014-12-12,40,84,.476,4,15,.267,21,27,.778,18,105
Los Angeles Lakers,2014-12-12,44,96,.458,12,24,.500,12,15,.800,19,112
Indiana Pacers,2014-12-12,33,80,.413,8,22,.364,20,23,.870,22,94
Miami Heat,2014-12-12,36,72,.500,7,20,.350,21,31,.677,16,100
Los Angeles Clippers,2014-12-12,32,75,.427,6,20,.300,26,31,.839,20,96
Brooklyn Nets,2014-12-13,42,72,.583,16,23,.696,14,20,.700,24,114
Golden State Warriors,2014-12-13,37,83,.446,10,32,.313,21,27,.778,24,105
Denver Nuggets,2014-12-13,36,96,.375,7,28,.250,17,26,.654,26,96
Portland Trail Blazers,2014-12-13,40,90,.444,5,17,.294,10,12,.833,21,95
Los Angeles Clippers,2014-12-13,39,91,.429,14,29,.483,14,19,.737,24,106
Atlanta Hawks,2014-12-13,35,84,.417,8,27,.296,21,24,.875,19,99
Memphis Grizzlies,2014-12-13,45,93,.484,11,26,.423,19,27,.704,24,120
Detroit Pistons,2014-12-13,35,79,.443,6,20,.300,19,23,.826,18,95
San Antonio Spurs,2014-12-14,34,74,.459,5,16,.313,26,35,.743,20,99
Chicago Bulls,2014-12-14,33,71,.465,9,18,.500,18,21,.857,18,93
Los Angeles Lakers,2014-12-14,34,81,.420,5,17,.294,27,34,.794,17,100
Golden State Warriors,2014-12-14,44,86,.512,11,24,.458,29,35,.829,19,128
Toronto Raptors,2014-12-14,36,78,.462,9,24,.375,14,18,.778,25,95
Phoenix Suns,2014-12-14,34,99,.343,7,31,.226,13,18,.722,22,88
Utah Jazz,2014-12-14,30,78,.385,5,17,.294,19,28,.679,18,84
Chicago Bulls,2014-12-15,35,93,.376,6,29,.207,10,14,.714,17,86
Charlotte Hornets,2014-12-15,38,83,.458,5,16,.313,7,14,.500,14,88
Los Angeles Lakers,2014-12-15,29,88,.330,10,26,.385,23,29,.793,20,91
Detroit Pistons,2014-12-15,35,83,.422,8,27,.296,13,22,.591,19,91
Boston Celtics,2014-12-15,38,86,.442,6,25,.240,23,35,.657,23,105
Milwaukee Bucks,2014-12-15,35,73,.479,8,16,.500,18,22,.818,27,96
San Antonio Spurs,2014-12-15,38,78,.487,4,11,.364,15,22,.682,21,95
Orlando Magic,2014-12-15,36,74,.486,4,15,.267,6,8,.750,19,82
Miami Heat,2014-12-16,33,72,.458,9,24,.375,20,26,.769,23,95
Golden State Warriors,2014-12-16,39,95,.411,9,31,.290,11,12,.917,19,98
Utah Jazz,2014-12-16,45,90,.500,5,15,.333,16,19,.842,18,111
Dallas Mavericks,2014-12-16,42,83,.506,15,33,.455,8,8,1.000,14,107
Oklahoma City Thunder,2014-12-16,41,87,.471,6,20,.300,16,24,.667,20,104
Minnesota Timberwolves,2014-12-16,36,81,.444,3,8,.375,20,35,.571,18,95
Orlando Magic,2014-12-17,37,85,.435,5,19,.263,13,15,.867,16,92
Phoenix Suns,2014-12-17,43,82,.524,9,25,.360,16,21,.762,15,111
Atlanta Hawks,2014-12-17,49,76,.645,16,28,.571,13,16,.813,17,127
Houston Rockets,2014-12-17,35,85,.412,8,28,.286,37,48,.771,23,115
Dallas Mavericks,2014-12-17,40,79,.506,10,22,.455,27,35,.771,15,117
Indiana Pacers,2014-12-17,40,90,.444,4,19,.211,16,23,.696,30,100
Utah Jazz,2014-12-17,35,66,.530,14,25,.560,21,24,.875,26,105
Milwaukee Bucks,2014-12-17,37,77,.481,7,19,.368,16,22,.727,25,97
Memphis Grizzlies,2014-12-17,48,107,.449,10,27,.370,11,14,.786,27,117
Brooklyn Nets,2014-12-17,35,81,.432,9,27,.333,10,22,.455,16,89
New York Knicks,2014-12-18,38,82,.463,6,9,.667,15,19,.789,24,97
Oklahoma City Thunder,2014-12-18,41,86,.477,11,25,.440,16,24,.667,15,109
New Orleans Pelicans,2014-12-18,38,82,.463,5,18,.278,18,22,.818,17,99
Milwaukee Bucks,2014-12-18,37,75,.493,13,23,.565,21,27,.778,26,108
Minnesota Timberwolves,2014-12-19,42,93,.452,6,12,.500,8,16,.500,13,98
Brooklyn Nets,2014-12-19,37,78,.474,9,24,.375,8,12,.667,26,91
Los Angeles Clippers,2014-12-19,39,85,.459,3,18,.167,25,33,.758,22,106
Toronto Raptors,2014-12-19,42,88,.477,8,27,.296,18,24,.750,16,110
Oklahoma City Thunder,2014-12-19,37,86,.430,8,21,.381,22,29,.759,16,104
Chicago Bulls,2014-12-19,32,73,.438,10,26,.385,29,33,.879,18,103
Washington Wizards,2014-12-19,39,79,.494,3,14,.214,24,33,.727,17,105
Utah Jazz,2014-12-19,39,73,.534,4,11,.364,19,24,.792,14,101
Charlotte Hornets,2014-12-19,43,98,.439,10,24,.417,13,17,.765,17,109
Portland Trail Blazers,2014-12-19,47,110,.427,13,35,.371,22,23,.957,24,129
Utah Jazz,2014-12-20,33,85,.388,8,31,.258,12,15,.800,15,86
San Antonio Spurs,2014-12-20,32,77,.416,3,13,.231,26,26,1.000,20,93
Indiana Pacers,2014-12-20,27,88,.307,7,23,.304,12,17,.706,24,73
Atlanta Hawks,2014-12-20,38,74,.514,10,26,.385,18,24,.750,15,104
Milwaukee Bucks,2014-12-20,43,81,.531,8,24,.333,8,15,.533,26,102
Portland Trail Blazers,2014-12-20,48,90,.533,9,25,.360,9,15,.600,25,114
Phoenix Suns,2014-12-20,35,78,.449,10,25,.400,19,23,.826,12,99
Detroit Pistons,2014-12-21,40,91,.440,9,27,.333,16,26,.615,22,105
Memphis Grizzlies,2014-12-21,39,86,.453,1,16,.063,12,15,.800,16,91
Boston Celtics,2014-12-21,33,83,.398,6,23,.261,12,15,.800,18,84
Indiana Pacers,2014-12-21,42,84,.500,6,19,.316,10,14,.714,17,100
